Dedicante,Testo Dedica,Inventario,BID,Collocazione,Descrizione,Latitude,Longitude,Citta dell'autore,Note,Città di Scritta Dedica,Data,Link,n Record
"Toni, Alberto",A Elio Pagliarani con tutta l'amicizia di Alberto Toni 27/4/87,3705,USM1687270,RISERVATI POESIA.TONI 1987(A) ,"La *chiara immagine : poesie, 1984-1986 / Alberto Toni ; opere di Remo Brindisi. - Roma : Rossi & Spera, stampa 1987",41.9028 N,12.4964 E,Roma,,,27 aprile 1987,,
"Toni, Alberto","Per Elio e Cetta, anche un pò della nostra storia ... con affetto Alberto Roma, 18 giugno 2009",4955,UBO3653112,RISERVATI POESIA.TONI 2009(A) ,"*Alla lontana, alla prima luce del mondo / Alberto Toni. - Milano : Jaca Book, 2009. - 108 p. ; 19 cm",41.9028 N,12.4964 E,Roma,,Roma,18 giugno 2009,https://drive.google.com/file/d/1ZultRRalaHZQXpR1gv4XnIZb9ezPpF08/view?usp=sharing,
"Toni, Alberto ","Per Elio e Cetta, con l'amicizia di Alberto Roma, 11 dicembre 2004",5134,RMS2661040 ,RISERVATI.POESIA.TONI.2006(A),"*Elegia / Alberto Toni ; Acquerelli di Giancarlo Limoni. - Roma : Empiria, 2006",41.9028 N,12.4964 E,Roma,,Roma,11 dicembre 2004,https://drive.google.com/file/d/1C5fcTTsIr7EDDfJB4MCGzFOhsHjzc91L/view?usp=sharing,
"Torrisi, Fiore","A Elio Pagliarani dopo aver letto il suo bellissimo ""Inventario privato"" con la stima e l'amicizia di Fiore Torrisi Catania, 24-3-1959 via Milano, 60",768,CFI0450843,RISERVATI POSIA.TORRISI 1957(A) ,"*Personaggi e parole / Fiore Torrisi. - Milano : Intelisano, 1957. - 45 p. ; 22 cm",37.5079 N,15.0830 E,Catania,,Catania,24 marzo 1959,https://drive.google.com/file/d/195vllJbPF0nlbMexT3BYy6b-DsZUVDjB/view?usp=sharing,
"Trimani, Marco",Ad Elio Pagliarani con tanti ricordi e l'amicizia di sempre Marco Trimani Roma 3.7.87,348,CFI0079940,RISERVATI TRIMANI 1984(A) ,"*Guida ai vini d'Italia / Marco Trimani. - Roma : Editori riuniti, 1984. - 173 p. : ill. ; 20 cm ((Compl. del tit. in cop.: Nomi gusti annate come e cosa bere",41.9028 N,12.4964 E,Roma,,Roma,3 luglio 1987,,
"Uboldi, Raffaele","A Elio, questo piccolo libro in nome di una amicizia grande e affettuosa Raffaello Uboldi 13-3-'58.",3417,LO10082353,RISERVATI.SAGGISTICA.UBOLDI.1958(A),"*Servizio proibito / Raffaello Uboldi. - Torino : Einaudi, [1958]. - 123 p. ; 22 cm",41.9028 N,12.4964 E,Roma,,,13 marzo 1958,https://drive.google.com/file/d/1lcUi-fqg9T6fh7vKnVVpfhjMy4AKxYfN/view?usp=sharing,
"Valentina, …","A Elio con la gioia di essere responsabile della presenza di questo libro nel suo ""fantastico"" scaffale poetico! Valentina 16/10/00",4015,SBL0443370,RISERVATI.POESIA.RODARI.1972(A),"*Filastrocche in cielo e in terra / Gianni Rodari. - Torino : Einaudi, 1972. - XIII, 189 p. ; 20 cm.",,,,,,,https://drive.google.com/file/d/1LX8SfEQoPRrvCX6y_N5QMU07y-dC0Cfb/view?usp=sharing,
"Varese, Roberto","Luglio 83 Caro Elio, l'altra notte quasi intera l'ho passata a leggere i tuoi versi, davvero. Spero che anche tu possa trascorrere qualche bel momento con questi miei. Con simpatia Roberto Varese saluti a Cetta e carezze al bimbo",5864,EI0698035,RISERVATI.POESIA.VARESE.1983(A),"*Così nel sogno / Roberto Varese. - [S.l.] : edizione dell'autore, [1983]. - [12] p ; 30 cm ((Titolo della copertina. - La data si ricava dall'introduzione",41.9028 N,12.4964 E,Roma,,,luglio 1983,https://drive.google.com/file/d/1IWLwBcoj-C5U28XnvPqnlrml3xO1wf6Q/view?usp=sharing,
"Varese, Roberto","A Elio mio maestro di poesia a Cetta, con tanto affetto Roberto V.",3681, LO10910950  ,RISERVATI.NARRATIVA.VARESE.2005(A),"La *piccola dea / Roberto Varese. - Roma : Fazi, 2005. - 214 p. ; 20 cm",41.9028 N,12.4964 E,Roma,,,,https://drive.google.com/file/d/1cdlZ5A1J7_lsYNX-J4GtXlgtZulitqXX/view?usp=sharing,
"Varese, Roberto ",A Elio con il possibile affetto R.,5736,IEI0693646 ,RISERVATI.POESIA.VARESE .1987(A),*Nove poesie / di Roberto Varese. - [S.l.] : a cura dell'autore : 1987,41.9028 N,12.4964 E,Roma,,,,https://drive.google.com/file/d/14b3QgB80k6w_QLi50ZmwqHg3ycL4YfzZ/view?usp=sharing,
"Vassalli, Sebastiano",A Elio queste poesie leggere Sebastiano,5047,LO10406014,RISERVATI POESIA.VASSALLI 1980(A) ,"La *distanza / Sebastiano Vassalli. - Bergamo : Il bagatto, stampa 1980. - 19 p. ; 17 cm",45.4469 N,8.6222 E,Novara,,,,https://drive.google.com/file/d/1_jzXgfubC66vfpXi__f91AcvOZvYHxuo/view?usp=sharing,
"Vassalli, Sebastiano",A Elio con amicizia Sebastiano,3684,RAV0089883,RISERVATI.NARRATIVA.VASSALLI.1982(A),"*Mareblu : Romanzo / Sebastiano Vassalli. - Milano : A. Mondadori, 1982. - 190 p. ; 21 cm",45.4469 N,8.6222 E,Novara,,,,https://drive.google.com/file/d/1qI5PYj_G8ci-5wFgZ1VqUA8vMdtmSJtP/view?usp=sharing,
"Vegliante, Jean Charles",Copia per Elio con l'affetto di Jean-Charles,834,BVE022456 ,RISERVATI.POESIA.DECHIRICO.1981(A),"*Poèmes : poesie / Giorgio De Chirico ; textes rassemblés et présentés par Jean-Charles Vegliante. - Paris : Solin, 1981. - 79 p. : ill. ; 21 cm",48.8566 N,2.3522 E,Parigi,Dedica del curatore Jean-Charles Vegliante,,,https://drive.google.com/file/d/1mS6AfUJZULFUi06f5_ZLPv7DHT86us9b/view?usp=sharing,
"Vegliante, Jean-Chiarles",Pour Cetta et Elio Pagliarani,4789,TO01244537,RISERVATI POESIA.SERENI 1987(A) ,"*Madrigal à Nefertiti et autres poèmes / Vittorio Sereni ; édition bilingue proposée par Jean-Charles Vegliante. - [Le Caire] : Éditions de la rue Champollion, stampa 1987. - [32] p. ; 21 cm",48.8566 N,2.3522 E,Parigi,Dedica del curatore Jean-Charles Vegliante,,,https://drive.google.com/file/d/1PDcZ79Z6wprlBqZiu3u1WjJ6qiQmg_hZ/view?usp=sharing,
"Vegliante, Jean-Chiarles","Grazie del pensiero caro Elio! Altrettanto per te attraverso questi pasticcini del ""non dimenticare"" Gianni 30-V.96",5050,TO00621995,RISERVATI POESIA.VEGLIANTE 1994(A) ,"Les *oublies / Jean-Charles Vegliante. - <S.l.> : Obsidiane, copyr. 1994. - 77 p. ; 21 cm",48.8566 N,2.3522 E,Parigi,,,30 maggio 1996,https://drive.google.com/file/d/11YYtGFnVzptdHkFwtpAUlegxsbzKxFak/view?usp=sharing,
"Vegliante, Jean-Chiarles",Dedica del curatore Jean-Charles Vegliante: Pour Cetta et Elio Pagliarani,4789,TO01244537 ,RISERVATI.POESIA.SERENI.1987(A),"*Madrigal à Nefertiti et autres poèmes / Vittorio Sereni ; édition bilingue proposée par Jean-Charles Vegliante. - [Le Caire] : Éditions de la rue Champollion, stampa 1987",48.8566 N,2.3522 E,Parigi,,,,,
"Ventroni, Sara",A Lia a Cetta (e a Elio) con amore Sara 5 maggio 2016,3552,RMR0364080,RISERVATI POESIA.VENTRONI 2016 (A) ,"*Im Gasometer / Sara Ventroni. - Wien : Edition Korrespondenzen, 2016. - 138 p. : ill. ; 19 cm",41.9028 N,12.4964 E,Roma,,,5 maggio 2016,,
"Ventroni, Sara",La dedica è compresa nel libro!! al super paglia 3 novembre 2005 sara,5133,VEA0702127,RISERVATI POESIA.VENTRONI 2005(A) ,"*Salome / Sara Ventroni. - [Milano] : No reply, 2005. - 198 p. ; 17 cm ((Ed. di 600 esempl.",41.9028 N,12.4964 E,Roma,,,3 novembre 2005,https://drive.google.com/file/d/1Q7QO_Jtci28pAkybBSgUosdZxXd0s6xU/view?usp=sharing,
"Ventroni, Sara","Roma, 17 ottobre 2006 E: ""Ma insomma, quando ti sposi? S: ""Non sono innamorata ho solo smesso di fumare"" ... mi mancano tanto questi dialoghi col maestro Sara (ha subito notato che ""maestro"" era con la minuscola ...) : bene!",3683,LO11093033 ,RISERVATI.POESIA.VENTRONI.2006(A),"*Nel gasometro / Sara Ventroni ; nota di Elio Pagliarani ; postfazione di Aldo Nove. - Firenze : Le lettere, [2006]. - 133 p. : ill. ; 21 cm",41.9028 N,12.4964 E,Roma,,Roma,17 ottobre 206,https://drive.google.com/file/d/1y2upLXSZWcrnc06Ed2PBq8krIwguC14e/view?usp=sharing,
"Vicinelli, Patrizia",Caro Elio ricordandoti con stima e simpatia Patrizia Vicinelli 1988,4792,CFI0130542,RISERVATI POESIA.VICINELLI 1985(A) ,"*Non sempre ricordano : poema epico / Patrizia Vicinelli. - Reggio Emilia : Aelia Laelia, \1985!. - 120 p. ; 17 cm",,,Bologna,,,1988,https://drive.google.com/file/d/14BXqpOlI-AwOXB049E1dtJe5Y0LbF2i8/view?usp=sharing,
"Villa, Carlo"," A Elio Pagliarani con amicizia e stima, certo di una tua attenta lettura e considerazione conseguente Carlo Villa",3708,RAV0052499,RISERVATI NARRATIVA.VILLA 1970(A) ,"I *sensi lunghi / Carlo Villa. - Torino : Einaudi, 1970. - 125 p. ; 20 cm",41.9028 N,12.4964 E,Roma,,,,https://drive.google.com/file/d/1kdeAuR9-zOpkzWUVaD-suSSnPfMtBB44/view?usp=sharing,
"Villa, Dario",19.5.1994 Milano a Elio Dario Villa,4793,LO10346168,RISERVATI POESIA.VILLA 1993(A) ,"*Tra le ciglia : (1976-1980) / Dario Villa ; English version by Tom Raworth and the author. - Colchester : Active in Airtime, ©1993. - 25 p. ; 21 cm ((Trad. inglese a fronte.",45.4642 N,9.1900 E,Milano,,Milano,19 maggio 1994,https://drive.google.com/file/d/17f96kHbQthxfEO0Qbjd9F4HNHy8riG0x/view?usp=sharing,
"Vitiello, Ciro",A Elio con stima Ciro,3830,RAV1195657,RISERVATI ANTOLOGIE.VITIELLO 2003(A) ,"*Antologia della poesia italiana contemporanea : 1980-2001 / [a cura di] Ciro Vitiello ; con la presentazione di Giulio Ferroni. - Napoli : Pironti, 2003. - 448 p. ; 21 cm",40.8396 N,14.3648 E,San Sebastiano al Vesuvio,,,,,
"Vivaldi, Cesare","A Elio Pagliarani con l'affettuosa amicizia del suo Cesare Vivaldi Roma, 8/3/81",624,RMR0019216,RISERVATI POESIA.VIVALDI 1980(A) ,"*Poesie liguri vecchie e nuove / Cesare Vivaldi. - Milano : All'insegna del pesce d'oro, 1980",41.9028 N,12.4964 E,Roma,,Roma,8 marzo 1981,https://drive.google.com/file/d/1Q2waEFBcRlIXGFu_Pl6i9lrUjg4_tw12/view?usp=sharing,
"Vivaldi, Cesare",A Elio Pagliarani con stima e amicizia Cesare Vivaldi 21-11-73,757,RAV0072400,RISERVATI POESIA.VIVALDI 1973 ,"*A caldi occhi, 1964-1972 / Cesare Vivaldi. - Milano : All'insegna del pesce d'oro, 1973. - 133 p. ; 18 cm ((Edizione di 1000 esemplari numerati.",41.9028 N,12.4964 E,Roma,,,21 novembre 1973,https://drive.google.com/file/d/1l0n2RxQS5T9xM2uet-e2me7ispxY0c1e/view?usp=sharing,
"Vivaldi, Cesare",Dedica di Cesare Vivaldi a Elio Pagliarani: A Elio Pagliarani con affetto e stima Cesare Vivaldi Roma 22/6/966,5053,SBL0540928,RISERVATI ARTE.LICINI/VIVALDI 1966(A) ,"*Disegni e poesie / Osvaldo Licini, Cesare Vivaldi. - Roma : Edizioni ARCO d'Alibert ; Ascoli Piceno : Galleria Rosati, 1966",41.9028 N,12.4964 E,Roma,,Roma,22 giugno 1966,,
"Vivaldi, Cesare",A Elio con affetto e stima Cesare Vivaldi Roma 9/9/96,5272,PUV0317328,RISERVATI POESIA.VIVALDI 1996(A) ,La *vita sa di buono : tutte le poesie in dialetto ligure (1951/1992) / Cesare Vivaldi ; prefazione di Stefano Verdino. - Roma : Newton & Compton c1996. - 93 p. ; 22 cm ((Testo italiano in calce.,41.9028 N,12.4964 E,Roma,,Roma,9 settembre 1996,https://drive.google.com/file/d/11wfBIqWXHFJ1tHa0bvI7RWAaHHTI_CHN/view?usp=sharing,
"Viviani, Cesare","dicembre 1983 A Pagliarani e a Periodo Ipotetico, molto cordialmente Cesare Viviani",3034,RAV0062709,POESIA VIVIANI 1973 ,"L'*ostrabismo cara / Cesare Viviani ; prefazione di Michel David. - Milano : Feltrinelli, 1973. - 73 p. ; 20 cm",45.4642 N,9.1900 E,Milano,,,dicembre 1983,https://drive.google.com/file/d/175ZQBecyPb1mK7Glx76Bz1EBk4OEigxV/view?usp=sharing,
"Viviani, Cesare","13.5.94 A Elio Pagliarani, con molta stima Cesare Viviani",3715,MIL0215044,RISERVATI POESIA.VIVIANI 1994(A) ,"*Cori non io (1975-1977) / Cesare Viviani. - Milano : Crocetti, \1994!. - 53 p. ; 15 cm",45.4642 N,9.1900 E,Milano,,,,https://drive.google.com/file/d/1t2NFCFvQnJftPvnYiCD4YbzuFB_HVPtN/view?usp=sharing,
"Viviani, Cesare","5-3-83 a Elio Pagliarani, con la stima e l'amicizia del suo Cesare Viviani",5139,CFI0033917,RISERVATI POESIA.VIVIANI 1983(A) ,"*Summulae (1966-1972) / Cesare Viviani ; prefazione di Giuliano Gramigna. - Milano : All'insegna del pesce d'oro, 1983. - 53 p. ; 17 cm ((Ed. di 1000 esempl. num.",45.4642 N,9.1900 E,Milano,,,5 marzo 1983,https://drive.google.com/file/d/1jeXM7qmXw8d8FcJBmwSdT37q0vJlqfrb/view?usp=sharing,
"Voce, Lello",A Elio Pagliarani con cordiale ricordo,5424,LO10513541,RISERVATI POESIA.VOCE 1999(A) ,"*Farfalle da combattimento / Lello Voce ; prefazione di Nanni Balestrini ; con una nota di Jovanotti. - Milano : Bompiani, 1999",26.2230 N,99.4838 W,Treviso,,,,https://drive.google.com/file/d/1kHRNaLCdWy1qDYEcV6gK3xjP0S8bkIwE/view?usp=sharing,
"Volponi, Carlo","Al mio amico Pagliarani, con molti auguri per il suo libro di poesie che sta uscendo Carlo Volponi Roma 5 aprile 62",1832,SBL0043098,RISERVATI NARRATIVA.VOLPONI 1962(A) ,"*Memoriale : Romanzo / Paolo Volponi. - Milano : A. Garzanti, 1962. - 308 p. ; 20 cm",41.9028 N,12.4964 E,Roma,,Roma,5 aprile 1962,https://drive.google.com/file/d/1K41qpksj4K8JMxUZP2-sXrdHxRqy6tEy/view?usp=sharing,
"Volponi, Carlo","Al mio amico Pagliarani, con molti auguri per il suo libro di poesie che sta uscendo Carlo Volponi Roma 5 aprile 62",1832,SBL0043098,RISERVATI.NARRATIVA.VOLPONI.1962(A),"*Memoriale : Romanzo / Paolo Volponi. - Milano : A. Garzanti, 1962. - 308 p. ; 20 cm",41.9028 N,12.4964 E,Roma,,Roma,5 aprile 1962,,
"Zaccaria, Dale",A Cetta ed Elio i miei primi versi con affetto Dale 20/06/2010,5428,BVE0315683,RISERVATI POESIA.ZACCARIA 2001(A) ,"*Nuda Fiocine / Dale Zaccaria. - \S. l. : s.n.!, stampa 2001 (Subiaco : Errebigrafica). -  47 p. : ill. ; 21 cm",41.9028 N,12.4964 E,Roma,,,20 giugno 2010,https://drive.google.com/file/d/1ZlbxPR7URv6--PAFCjLIRUMFPJIBH8Ub/view?usp=sharing,
"Zani, Alfredo",F. 25.6.61 A Elio Pagliarani con tutta la stima del suo Alfredo Zani (segue indirizzo),4699,SBL0529439,RISERVATI POESIA.ZANI 1961 ,"La *viottola fra i grattacieli / Alfredo Zani. - Firenze : Quartiere, 1961. - 35 p., [4] c. di tav. : ill. ; 17 cm ((Disegni di Eugenio Miccini",43.7696 N,11.2558 E,Firenze,,,25 giugno 1961,https://drive.google.com/file/d/1T5H0-nU5ZsAIkQY36E6sLCM7Ca537U4E/view?usp=sharing,
"Zanzotto, Andrea",A Elio Pagliarani con il ricordo e l'amicizia di Andrea Zanzotto,675,RAV0091615,RISERVATI POESIA.ZANZOTTO 1978(A) ,"Il *galateo in bosco / Andrea Zanzotto ; prefazione di Gianfranco Contini. - Milano : A. Mondadori, 1978. - 117 p. : ill. ; 22 cm",45.9000 N,12.1735 E,Pieve di Soligo,,,,https://drive.google.com/file/d/13egZWNsN8ICvuKOMEqiBQ7RgdcL1dIQ1/view?usp=sharing,
"Zavattini, Cesare",Caro Pagliarani avrei parlato volentieri con lei un pò più a lungo quel giorno - Ma spero di incontrarla presto suo Zavattini,1730,SBL0066819,RISERVATI NARRATIVA.ZAVATTINI 1967(A) ,"*Straparole / Cesare Zavattini. - Milano : V. Bompiani, 1967. - 329 p. ; 21 cm",41.9028 N,12.4964 E,Roma,,,,https://drive.google.com/file/d/1K41qpksj4K8JMxUZP2-sXrdHxRqy6tEy/view?usp=sharing,
"Zavattini, Cesare","Caro Pagliarani, ricordando la lezione di fisica Zavattini",1690,PAV0156105 ,RISERVATI.NARRATIVA.ZAVATTINI.1974(A),"*Opere di Cesare Zavattini : Romanzi, diari, poesie / Cesare Zavattini ; a cura di Renato Barilli. - Milano : Bompiani, 1974. - 1030 p. ; 20 cm",41.9028 N,12.4964 E,Roma,,,,https://drive.google.com/file/d/1hI6EH0S9KUE080aykMxZJNTMBbe2kldK/view?usp=sharing,
"Zavattini, Cesare",Caro Pagliarani avrei parlato volentieri con lei un pò più a lungo quel giorno Ma spero di incontrarla presto suo Zavattini,1730,SBL0066819,RISERVATI.NARRATIVA.ZAVATTINI1967(A),"*Straparole / Cesare Zavattini. - Milano : V. Bompiani, 1967. - 329 p. ; 21 cm",41.9028 N,12.4964 E,Roma,,,,,
"Zeichen, Valentino",Caro Elio aggiungere la mia modesta stima alla tua varia collezione di stime è carico superfluo. Amicizia e Simpatia autentiche rarità. Tralascio di ricordare l'ammaestramento ricevuto ... Valentino Zeichen Roma 12-6-1974,578,SBL0576293,RISERVATI POESIA.ZEICHEN 1974(A) ,"*Area di rigore / Valentino Zeichen ; nota introduttiva di Elio Pagliarani. - Roma : Cooperativa scrittori, [1974]. - 61 p. ; 20 cm",41.9028 N,12.4964 E,Roma,,Roma,12 giugno 1974,https://drive.google.com/file/d/1aPH9y1JiPgri-HuVwDGfuLZGmY7_1u1l/view?usp=sharing,
"Zeichen, Valentino","A Elio, con stima e gratitudine immutabile. Valentino Roma, 10.5.1991",5260,RAV0143321,RISERVATI POESIA.ZEICHEN 1991(A) ,"*Gibilterra / Valentino Zeichen. - Milano : A. Mondadori, 1991. - 97 p. ; 22 cm",41.9028 N,12.4964 E,Roma,,Roma,10 maggio 1991,https://drive.google.com/file/d/1W5DF0eUA1EYxNNy7xWYx2v_ufc98fQsg/view?usp=sharing,
"Zuccaro, Sergio ",Roma Date a E. Pagliarani in data 13/12/07 con affetto Sergio,5727,MOD1458667 ,RISERVATI.POESIA.ZUCCARO.2007(A),"*Date / Sergio Zuccaro. - Pasian di Prato : Campanotto, [2007]. - 119 p. ; 17 cm",,,,,Roma,13 dicembre 2007,https://drive.google.com/file/d/1xnL1O6tCnToDwY_jLWw_wxuGFMnXa_DR/view?usp=sharing,
